DBID,2SD1K-1,2SD1K-2,2SD1K-3,2SD7K-1,2SD7K-2,2SD7K-3,0.5SD1K-1,0.5SD1K-2,0.5SD1K-3,0.5SD7K-1,0.5SD7K-2,0.5SD7K-3
WBGene00202274,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202275,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202276,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202277,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202278,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202279,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202280,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202281,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202282,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202283,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202284,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202285,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202286,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202287,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202288,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202289,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202290,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202291,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202292,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202293,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202294,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202295,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202296,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202297,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202298,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202299,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202300,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202301,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202302,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202303,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202304,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202305,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202306,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202307,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202308,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202309,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202310,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202311,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202312,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202313,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202314,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202315,0,0,0,0,2,0,0,0,0,0,0,0
WBGene00202316,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202317,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202318,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202319,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202320,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202321,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202322,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202323,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202324,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202325,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202326,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202327,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202328,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202329,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202330,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202331,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202332,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202333,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202334,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202335,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202336,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202337,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202338,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202339,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202340,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202341,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202342,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202343,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202344,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202345,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202346,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202347,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202348,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202349,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202350,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202351,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202352,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202353,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202354,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202355,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202356,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202357,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202358,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202359,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202360,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202361,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202362,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202363,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202364,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202365,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202366,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202367,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202368,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202369,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202370,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202371,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202372,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202373,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202374,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202375,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202376,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202377,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202378,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202379,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202380,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202381,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202382,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202383,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202384,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202385,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202386,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202387,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202388,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202389,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202390,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202391,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202392,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202393,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202394,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202395,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202396,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202397,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202398,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202399,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202400,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202401,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202402,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202403,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202404,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202405,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202406,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202407,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202408,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202409,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202410,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202411,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202412,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202413,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202414,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202415,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202416,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202417,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202418,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202419,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202420,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202421,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202422,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202423,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202424,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202425,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202426,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202427,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202428,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202429,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202430,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202431,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202432,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202433,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202434,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202435,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202436,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202437,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202438,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202439,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202440,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202441,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202442,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202443,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202444,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202445,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202446,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202447,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202448,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202449,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202450,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202451,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202452,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202453,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202454,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202455,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202456,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202457,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202458,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202459,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202460,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202461,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202462,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202463,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202464,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202465,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202466,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202467,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202468,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202469,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202470,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202471,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202472,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202473,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202474,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202475,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202476,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202477,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202478,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202479,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202480,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202481,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202482,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202483,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202484,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202485,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202486,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202487,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202488,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202489,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202490,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202491,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202492,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202493,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202494,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202495,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202496,0,0,0,0,5,0,1,0,0,0,1,1
WBGene00202497,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202498,0,0,0,0,2,2,0,0,0,0,1,1
WBGene00202499,0,0,0,0,0,0,1,0,0,0,0,0
WBGene00202500,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202501,2,0,0,0,0,0,0,0,1,1,0,0
WBGene00202502,0,0,0,0,0,0,3,0,0,0,0,0
WBGene00202504,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202511,0,0,0,0,0,0,0,0,0,0,0,1
WBGene00202512,1,1,0,3,0,2,1,2,2,1,6,3
WBGene00202513,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00202514,0,1,0,0,0,0,3,2,1,6,3,0
WBGene00206354,72,43,18,10,7,7,30,90,49,30,32,19
WBGene00206355,6,6,1,6,7,4,17,14,16,9,6,7
WBGene00206356,1,0,0,0,0,0,0,2,0,3,0,0
WBGene00206357,1,0,0,1,0,1,22,13,6,31,8,10
WBGene00206358,0,0,0,0,1,0,4,0,0,5,1,0
WBGene00206359,4,5,7,2,2,16,0,0,6,2,0,1
WBGene00206360,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206361,1,0,2,7,5,3,7,5,2,120,14,10
WBGene00206362,57,98,134,62,73,104,40,112,67,27,58,44
WBGene00206363,1,0,0,0,0,0,4,4,1,1,0,0
WBGene00206364,0,0,0,0,0,0,3,0,0,1,1,3
WBGene00206365,1,0,0,0,0,0,1,3,0,0,0,0
WBGene00206366,2,5,8,4,2,7,1,1,2,0,0,0
WBGene00206368,0,0,0,0,0,0,18,1,11,30,4,6
WBGene00206369,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206370,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206371,1,7,3,0,2,2,2,3,6,4,2,4
WBGene00206372,1,0,0,0,0,0,10,1,1,13,1,1
WBGene00206373,12,17,6,13,12,5,10,14,14,12,9,11
WBGene00206374,2,5,3,1,2,5,0,2,2,3,2,0
WBGene00206375,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206377,9,10,8,6,3,13,3,3,4,1,0,3
WBGene00206378,4,3,9,3,6,6,0,1,0,0,0,0
WBGene00206379,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206380,40,54,66,38,58,66,14,30,20,46,40,42
WBGene00206381,2,1,1,1,2,0,2,1,1,1,0,0
WBGene00206382,4,2,1,9,3,4,3,2,1,10,9,3
WBGene00206383,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206384,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206385,2,4,0,4,3,2,0,1,3,0,0,0
WBGene00206386,9,13,18,3,6,13,10,11,11,8,8,13
WBGene00206388,1,0,10,0,3,8,14,5,8,14,8,1
WBGene00206389,92,93,97,103,95,137,35,96,98,9,62,62
WBGene00206390,0,0,0,0,0,0,1,1,0,0,0,1
WBGene00206391,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206392,0,0,0,0,0,2,1,0,0,0,0,0
WBGene00206393,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206394,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206395,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206411,0,0,0,0,0,0,0,0,0,2,0,0
WBGene00206412,2,10,2,4,6,8,3,12,7,3,3,1
WBGene00206413,1,0,0,1,0,2,3,3,2,0,0,1
WBGene00206414,9,16,12,7,9,10,0,2,13,0,0,2
WBGene00206415,4,2,2,0,5,1,8,5,5,3,1,1
WBGene00206416,5,4,4,1,3,3,1,0,0,0,0,0
WBGene00206417,0,1,0,0,0,0,0,0,0,0,0,0
WBGene00206418,4,2,3,4,0,1,3,10,0,10,8,3
WBGene00206420,12,14,13,14,14,11,13,13,17,13,36,18
WBGene00206421,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206422,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206423,131,150,119,131,142,164,75,152,121,58,110,86
WBGene00206459,157,151,136,126,152,160,151,198,161,177,177,145
WBGene00206460,3,0,0,0,0,0,0,0,1,1,0,1
WBGene00206461,1,0,1,0,0,4,1,1,0,0,3,0
WBGene00206462,1,0,2,1,0,1,0,0,0,0,0,0
WBGene00206464,5,11,1,8,6,2,7,2,3,1,6,0
WBGene00206466,0,0,1,1,0,0,0,1,2,0,0,2
WBGene00206468,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00206469,1,0,0,1,1,0,0,0,1,0,0,0
WBGene00206470,2,2,0,0,3,1,0,0,0,0,0,0
WBGene00206471,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206473,0,0,0,1,0,0,0,0,1,0,0,0
WBGene00206474,1,3,0,0,0,0,7,9,11,11,6,1
WBGene00206475,0,0,1,0,2,0,7,5,1,2,2,2
WBGene00206477,0,0,0,0,0,1,0,0,0,0,0,0
WBGene00206478,1,0,0,1,0,0,0,0,0,0,0,0
WBGene00206479,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206481,0,0,0,0,2,0,0,2,0,0,0,0
WBGene00206482,8,8,6,8,10,9,13,19,14,5,5,9
WBGene00206483,4,3,0,0,1,5,12,0,2,6,5,5
WBGene00206484,16,10,19,11,8,20,41,64,46,38,17,23
WBGene00206485,1,3,4,3,0,6,3,2,1,7,5,4
WBGene00206486,0,0,0,0,0,0,0,0,1,0,0,0
WBGene00206487,87,97,118,51,119,132,76,88,64,85,54,68
WBGene00206488,0,0,0,1,0,0,0,3,0,1,1,0
WBGene00206489,8,5,8,4,16,5,8,7,5,7,5,10
WBGene00206490,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206491,7,14,17,10,14,12,12,21,20,14,19,16
WBGene00206492,0,0,0,0,1,1,0,0,1,0,0,1
WBGene00206493,3,0,0,0,1,2,2,2,0,0,2,0
WBGene00206494,0,1,1,0,2,2,4,2,1,2,0,1
WBGene00206495,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206496,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206497,1,0,0,4,2,0,0,2,2,1,1,0
WBGene00206498,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206499,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206500,2,1,0,1,3,6,0,0,0,0,0,0
WBGene00206501,0,0,0,0,0,0,2,0,0,2,0,0
WBGene00206502,0,0,0,0,0,0,1,0,1,0,0,0
WBGene00206503,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206504,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206505,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206506,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206507,1,0,0,0,2,0,0,0,1,0,0,0
WBGene00206508,0,0,0,0,0,0,2,3,1,3,0,2
WBGene00206509,0,0,0,1,0,0,1,1,1,1,0,1
WBGene00206510,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206511,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206512,0,0,0,0,0,0,1,0,0,2,0,0
WBGene00206513,0,0,0,0,0,0,0,0,1,1,1,0
WBGene00206514,0,0,4,1,0,0,0,0,1,0,3,0
WBGene00206515,1,2,4,6,1,5,1,2,1,3,3,4
WBGene00206516,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206517,0,0,0,0,2,0,0,0,0,0,0,0
WBGene00206518,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206519,27,26,30,28,27,48,0,2,12,0,0,3
WBGene00206520,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206521,1,4,5,1,3,0,0,0,0,0,0,0
WBGene00206522,9,13,17,5,8,11,25,26,15,26,14,18
WBGene00206523,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206524,0,0,0,1,0,0,0,0,0,0,0,0
WBGene00206525,7,11,7,13,12,6,12,25,7,9,5,8
WBGene00206526,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00206527,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206528,2,1,5,2,2,1,2,0,0,1,0,1
WBGene00206529,0,0,0,2,1,0,2,2,0,0,0,0
WBGene00206530,0,1,2,0,0,0,0,0,1,0,0,1
WBGene00206531,0,1,0,0,1,0,0,1,0,0,1,0
WBGene00206532,1,0,1,1,1,1,5,2,2,3,4,1
WBGene00206533,0,0,0,0,1,0,1,0,0,0,0,0
WBGene00206534,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206535,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206536,1,2,1,1,0,0,17,14,4,13,4,6
WBGene00206537,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00206538,1,0,2,2,1,0,3,1,0,1,1,2
WBGene00215616,0,0,0,0,0,0,0,0,0,3,0,1
WBGene00219205,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219206,3,3,5,2,8,11,6,4,4,3,2,1
WBGene00219207,11,14,11,6,4,8,7,12,7,8,4,5
WBGene00219208,10,14,22,2,23,12,7,9,6,7,5,3
WBGene00219209,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219210,20,26,22,15,20,33,32,18,15,23,26,16
WBGene00219212,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219214,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219215,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219216,10,22,5,26,13,14,67,51,25,82,34,45
WBGene00219217,27,43,50,20,43,65,1,4,14,1,1,3
WBGene00219218,31,34,47,15,31,28,21,39,28,15,36,36
WBGene00219219,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219220,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219221,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219222,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219223,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219224,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219225,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219226,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219227,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219228,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219229,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219230,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219231,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219232,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219233,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219234,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219235,0,0,0,0,0,0,2,0,1,1,0,0
WBGene00219236,4,6,6,3,2,6,13,7,4,4,10,9
WBGene00219238,1,3,5,1,2,5,3,3,0,1,3,2
WBGene00219239,2,0,3,1,2,3,0,1,0,0,1,0
WBGene00219241,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219242,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219243,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219244,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219245,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219246,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219247,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219248,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219249,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219250,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219251,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219252,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219253,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219254,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219255,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219256,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219257,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219258,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219259,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219260,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219261,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219262,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219263,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219264,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219265,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219266,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219267,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219269,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219270,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219271,2,4,8,8,5,12,25,37,18,13,13,14
WBGene00219272,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219274,2,3,5,9,2,2,5,7,2,3,6,2
WBGene00219275,318,315,331,289,356,355,188,447,381,145,300,304
WBGene00219278,2,5,16,3,3,2,2,2,1,1,0,1
WBGene00219279,1,2,5,0,0,0,0,0,0,2,3,0
WBGene00219280,1,0,0,0,0,0,0,0,0,0,1,0
WBGene00219281,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219282,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219283,3,0,0,2,0,0,1,3,3,2,0,1
WBGene00219284,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00219285,0,0,0,0,0,0,0,0,0,0,1,0
WBGene00219286,4,6,4,12,7,6,62,39,18,72,18,8
